date,open,high,low,close
2020-11-30,45.34,45.8,44.42,45.34
2020-12-01,45.08,45.7,44.12,44.55
2020-12-02,44.38,45.92,43.92,45.28
2020-12-03,44.99,45.84,44.66,45.64
2020-12-04,45.64,46.68,45.61,46.26
2020-12-07,46.15,46.54,45.36,45.76
2020-12-08,45.66,45.93,45.14,45.6
2020-12-09,45.6,46.24,44.95,45.52
2020-12-10,45.69,47.74,45.52,46.78
2020-12-11,46.97,47.29,46.34,46.57
2020-12-14,46.73,47.44,45.69,46.99
2020-12-15,46.99,47.73,46.54,47.62
2020-12-16,47.6,47.94,47.17,47.82
2020-12-17,47.85,48.59,47.81,48.36
2020-12-18,48.43,49.28,48.1,49.1
2020-12-21,48.54,48.61,46.18,47.74
2020-12-22,47.93,47.96,46.6,47.02
2020-12-23,46.79,48.5,46.16,48.12
2020-12-24,48.09,48.62,47.56,48.23
2020-12-28,48.23,48.96,47.5,47.62
2020-12-29,47.72,48.35,47.68,48.0
2020-12-30,48.13,48.66,47.61,48.4
2020-12-31,48.35,48.58,47.77,48.52
2021-01-04,48.4,49.83,47.18,47.62
2021-01-05,47.38,50.2,47.24,49.93
2021-01-06,49.82,50.94,49.48,50.63
2021-01-07,50.53,51.28,50.39,50.83
2021-01-08,50.93,52.75,50.81,52.24
2021-01-11,52.58,52.7,51.5,52.25
2021-01-12,52.18,53.45,52.07,53.21
2021-01-13,53.31,53.93,52.58,52.91
2021-01-14,52.84,53.75,52.24,53.57
2021-01-15,53.8,53.83,51.83,52.36
2021-01-19,52.0,53.13,51.76,52.98
2021-01-20,53.13,53.79,53.05,53.24
2021-01-21,52.93,53.41,52.75,53.13
2021-01-22,53.1,53.16,51.44,52.27
2021-01-25,52.17,52.95,51.82,52.77
2021-01-26,52.91,53.25,52.29,52.61
2021-01-27,52.76,53.3,51.85,52.85
2021-01-28,52.65,53.58,52.04,52.34
2021-01-29,52.15,53.25,51.93,52.2
2021-02-01,51.99,53.74,51.64,53.55
2021-02-02,53.48,55.26,53.45,54.76
2021-02-03,55.05,56.33,54.81,55.69
2021-02-04,55.96,56.58,55.3,56.23
2021-02-05,56.46,57.29,56.43,56.85
2021-02-08,57.06,58.14,57.0,57.97
2021-02-09,58.11,58.62,57.27,58.36
2021-02-10,58.45,58.91,58.08,58.68
2021-02-11,58.4,58.71,57.84,58.24
2021-02-12,57.94,59.82,57.41,59.47
2021-02-16,59.98,60.95,59.33,60.05
2021-02-17,60.24,61.73,59.43,61.14
2021-02-18,61.68,62.26,59.79,60.52
2021-02-19,60.2,60.29,58.59,59.24
2021-02-22,58.88,61.84,58.82,61.49
2021-02-23,62.16,63.0,60.67,61.67
2021-02-24,61.29,63.51,60.97,63.22
2021-02-25,63.39,63.81,62.65,63.53
2021-02-26,63.46,63.57,61.34,61.5
2021-03-01,61.95,62.92,59.96,60.64
2021-03-02,60.23,61.21,59.38,59.75
2021-03-03,59.55,61.99,59.24,61.28
2021-03-04,61.08,64.86,60.52,63.83
2021-03-05,64.16,66.42,63.82,66.09
2021-03-08,66.68,67.98,64.57,65.05
2021-03-09,64.73,65.98,63.63,64.01
2021-03-10,63.84,64.96,63.13,64.44
2021-03-11,64.7,66.21,64.54,66.02
2021-03-12,65.96,66.24,65.41,65.61
2021-03-15,65.56,66.4,64.13,65.39
2021-03-16,65.33,65.43,63.8,64.8
